Sale_ID,Manufacturer,Model,Body_Style,Fuel_Type,Transmission,Country_Origin,Price_Segment,Ex_Showroom_Price,Dealer_Location,Customer_Age_Group,Ownership_Type,Booking_Type,Discount_Offered (%),Insurance_Package,Marketing_Channel,Customer_Rating,Delivery_Delay_Days,Financing_Opted,Customer_Region,Date ,Age
SAL05702,Maruti,Baleno,SUV,CNG,Automatic,India,Mid,1491028,Madhya Pradesh,46-60,First-Time Buyer,Offline,5.6,Standard,Newspaper,3,2,No,East,30-01-2024,52.0
SAL05703,MG,Gloster,Sedan,CNG,Manual,China,Entry,550092,Manipur,18-25,First-Time Buyer,Online,2.1,Standard,Dealership Visit,5,4,Yes,South,23-09-2024,18.0
SAL05704,Nissan,Sunny,Sedan,Electric,Automatic,Japan,Premium,2919348,West Bengal,26-35,Repeat Buyer,Offline,5.6,Standard,Online Ads,5,3,Yes,East,15-05-2024,32.0
SAL05705,Skoda,Octavia,MPV,Electric,Manual,Germany,Mid,1189126,Jammu and Kashmir,60+,Corporate,Offline,4.0,Comprehensive,TV Ads,5,1,No,South,26-01-2024,
SAL05706,Renault,Duster,SUV,Diesel,Manual,France,Mid,706791,Goa,46-60,First-Time Buyer,Online,3.9,Premium,Newspaper,1,0,No,Central,31-01-2024,53.0
SAL05707,Mahindra,XUV300,Pickup,Petrol,Manual,India,Entry,471766,Odisha,26-35,First-Time Buyer,Offline,5.7,Comprehensive,Social Media,3,1,No,Central,08-05-2024,30.0
SAL05708,Citroen,C3,Sedan,Petrol,Manual,France,Premium,1901708,Meghalaya,36-45,First-Time Buyer,Offline,4.3,Comprehensive,Newspaper,2,3,No,West,31-03-2024,38.0
SAL05709,Kia,EV6,Sedan,Electric,Manual,Korea,Premium,2877730,Tripura,36-45,First-Time Buyer,Offline,3.9,Standard,Newspaper,1,2,No,South,16-09-2024,38.0
SAL05710,Ford,EcoSport,Sedan,Electric,Automatic,USA,Entry,692222,Arunachal Pradesh,26-35,First-Time Buyer,Online,4.6,Comprehensive,Newspaper,4,0,Yes,South,14-04-2024,28.0
SAL05711,Mahindra,XUV300,Sedan,Diesel,Manual,India,Mid,931647,Uttar Pradesh,36-45,First-Time Buyer,Online,7.3,Standard,Newspaper,3,2,Yes,West,06-03-2024,42.0
SAL05712,Skoda,Superb,Sedan,Diesel,Automatic,Germany,Luxury,3890018,Haryana,36-45,First-Time Buyer,Offline,4.8,Standard,TV Ads,3,3,No,West,17-01-2024,38.0
SAL05713,Citroen,C3 Aircross,Sedan,CNG,Automatic,France,Entry,679731,Himachal Pradesh,36-45,First-Time Buyer,Offline,5.1,Standard,Dealership Visit,4,1,Yes,Central,13-04-2024,44.0
SAL05714,Hyundai,i20,Sedan,Electric,Automatic,Korea,Mid,1078308,Karnataka,18-25,Corporate,Online,4.4,Standard,Online Ads,4,3,Yes,Central,27-05-2024,20.0
SAL05715,Mercedes,GLA,Pickup,Diesel,Manual,Germany,Mid,1119756,Delhi,26-35,Repeat Buyer,Online,5.8,Standard,Newspaper,4,1,Yes,South,26-07-2024,26.0
SAL05716,Jeep,Avenger,Hatchback,CNG,Automatic,USA,Entry,577168,Manipur,36-45,Repeat Buyer,Offline,4.5,Comprehensive,Newspaper,2,4,No,Central,08-10-2024,40.0
SAL05717,Tata,Nexon,Hatchback,Diesel,Manual,India,Luxury,5203706,Jharkhand,18-25,First-Time Buyer,Online,4.7,Standard,Newspaper,5,4,No,Central,22-03-2024,19.0
SAL05718,Hyundai,Creta,SUV,Diesel,Manual,Korea,Mid,1491831,Mizoram,36-45,First-Time Buyer,Offline,5.0,Premium,Dealership Visit,3,0,Yes,South,21-02-2024,45.0
SAL05719,Citroen,Berlingo,Hatchback,Petrol,Manual,France,Luxury,3828466,Punjab,26-35,Repeat Buyer,Online,6.9,Standard,Social Media,5,0,Yes,West,30-03-2024,26.0
SAL05720,Hyundai,Creta,SUV,Diesel,Manual,Korea,Mid,1491831,Andhra Pradesh,36-45,First-Time Buyer,Offline,5.0,Premium,Social Media,5,3,No,South,14-07-2024,43.0
SAL05721,Mercedes,A-Class,Hatchback,Electric,Automatic,Germany,Entry,599317,Jharkhand,46-60,Repeat Buyer,Online,4.8,Comprehensive,TV Ads,4,1,Yes,North,18-02-2024,46.0
SAL05722,BYD,Seal,Sedan,Diesel,Manual,China,Entry,685911,Rajasthan,46-60,First-Time Buyer,Offline,3.3,Standard,Social Media,2,1,Yes,South,02-05-2024,55.0
SAL05723,Nissan,Terrano,Hatchback,CNG,Manual,Japan,Entry,462498,Mizoram,36-45,Corporate,Online,9.0,Comprehensive,Newspaper,1,3,No,North,06-04-2024,37.0
SAL05724,Maruti,Dzire,Pickup,Electric,Automatic,India,Mid,720079,Andhra Pradesh,26-35,Repeat Buyer,Offline,7.7,Standard,Newspaper,2,2,Yes,South,26-04-2024,28.0
SAL05725,Honda,Jazz,Sedan,Electric,Automatic,Japan,Entry,547446,Tripura,26-35,First-Time Buyer,Online,3.5,Premium,Newspaper,5,0,Yes,North,15-07-2024,26.0
SAL05726,Renault,Captur,Pickup,Diesel,Manual,France,Mid,1433129,Jammu and Kashmir,26-35,First-Time Buyer,Offline,6.8,Premium,TV Ads,2,4,No,North,05-02-2024,26.0
SAL05727,Mercedes,C-Class,Sedan,CNG,Manual,Germany,Mid,1387666,Madhya Pradesh,18-25,Corporate,Offline,3.9,Standard,Newspaper,4,1,Yes,South,08-03-2024,18.0
SAL05728,Audi,A4,Hatchback,Petrol,Automatic,Germany,Mid,913637,Assam,18-25,Repeat Buyer,Offline,5.3,Standard,Social Media,1,3,No,Central,06-10-2024,19.0
SAL05729,MG,Gloster,Pickup,Diesel,Automatic,China,Mid,856311,Gujarat,26-35,First-Time Buyer,Offline,1.2,Comprehensive,Dealership Visit,4,2,Yes,East,08-10-2024,31.0
SAL05730,Mahindra,Scorpio-N,Pickup,Petrol,Automatic,India,Entry,628132,Mizoram,36-45,Repeat Buyer,Offline,3.2,Standard,Dealership Visit,1,2,Yes,Central,23-04-2024,42.0
SAL05731,Maruti,Ertiga,Pickup,Petrol,Automatic,India,Mid,1456435,Goa,26-35,Corporate,Offline,-0.4,Standard,Online Ads,5,1,Yes,North,11-01-2024,34.0
SAL05732,Renault,Triber,Pickup,Electric,Manual,France,Mid,1442610,Tamil Nadu,18-25,First-Time Buyer,Offline,5.4,Comprehensive,Social Media,1,1,Yes,South,30-12-2024,19.0
SAL05733,Nissan,Sunny,Sedan,Electric,Automatic,Japan,Premium,2919348,West Bengal,26-35,Repeat Buyer,Offline,5.6,Standard,Newspaper,1,2,No,South,18-11-2024,27.0
SAL05734,Audi,Q7,Hatchback,CNG,Manual,Germany,Entry,667118,Jharkhand,36-45,Corporate,Offline,5.5,Standard,Dealership Visit,1,1,No,South,29-10-2024,40.0
SAL05735,Tata,Safari,MPV,Electric,Manual,India,Entry,597075,Himachal Pradesh,18-25,Repeat Buyer,Online,7.0,Comprehensive,Social Media,2,1,No,South,28-08-2024,18.0
SAL05736,Ford,EcoSport,MPV,CNG,Automatic,USA,Luxury,3149146,Chhattisgarh,46-60,Corporate,Offline,6.3,Premium,Dealership Visit,2,0,Yes,East,01-03-2024,60.0
SAL05737,Mercedes,GLA,Pickup,CNG,Manual,Germany,Entry,604617,Mizoram,46-60,First-Time Buyer,Offline,2.7,Premium,Newspaper,5,1,No,West,11-10-2024,49.0
SAL05738,Audi,Q3,MPV,Electric,Manual,Germany,Entry,435914,Bihar,46-60,First-Time Buyer,Offline,4.4,Premium,Dealership Visit,1,3,Yes,North,15-07-2024,50.0
SAL05739,Renault,Kiger,Pickup,Petrol,Manual,France,Mid,1368625,Tripura,36-45,First-Time Buyer,Offline,3.9,Standard,Online Ads,3,3,No,East,09-11-2024,36.0
SAL05740,BMW,M340i,Sedan,Electric,Automatic,Germany,Premium,2641930,Delhi,36-45,Repeat Buyer,Offline,6.1,Standard,Online Ads,5,2,No,Central,14-06-2024,40.0
SAL05741,Skoda,Kushaq,Sedan,Electric,Manual,Germany,Mid,975376,Rajasthan,46-60,First-Time Buyer,Online,5.4,Comprehensive,Dealership Visit,1,0,Yes,West,10-04-2024,51.0
SAL05742,Mahindra,Bolero,Pickup,CNG,Manual,India,Luxury,8532988,Andhra Pradesh,36-45,Repeat Buyer,Offline,3.9,Premium,Social Media,1,2,Yes,West,08-07-2024,36.0
SAL05743,Maruti,Baleno,Pickup,CNG,Automatic,India,Entry,679246,Tamil Nadu,36-45,First-Time Buyer,Offline,8.2,Standard,Social Media,2,4,Yes,South,01-05-2024,40.0
SAL05744,Mahindra,XUV300,SUV,Diesel,Manual,India,Premium,2103460,Meghalaya,26-35,Corporate,Online,5.5,Standard,Social Media,5,3,Yes,East,02-04-2024,27.0
SAL05745,Mahindra,Scorpio-N,SUV,Electric,Automatic,India,Mid,727026,Assam,26-35,First-Time Buyer,Offline,0.4,Premium,Dealership Visit,1,0,No,Central,16-03-2024,31.0
SAL05746,BMW,X5,SUV,Petrol,Automatic,Germany,Premium,2104968,Punjab,18-25,First-Time Buyer,Offline,6.8,Comprehensive,Social Media,1,1,Yes,South,16-10-2024,23.0
SAL05747,Audi,Q7,SUV,Diesel,Manual,Germany,Mid,841549,Haryana,18-25,Corporate,Online,5.5,Premium,Newspaper,5,3,Yes,South,23-05-2024,18.0
SAL05748,Kia,Carens,SUV,Petrol,Automatic,Korea,Mid,1461986,Andhra Pradesh,26-35,First-Time Buyer,Offline,4.8,Premium,Online Ads,3,2,Yes,North,16-03-2024,28.0
SAL05749,BMW,M5 CS,Hatchback,Electric,Automatic,Germany,Mid,1197195,Kerala,26-35,First-Time Buyer,Online,6.5,Premium,Newspaper,5,1,No,West,10-07-2024,35.0
SAL05750,BMW,M5 CS,SUV,Diesel,Manual,Germany,Entry,628075,Jharkhand,36-45,First-Time Buyer,Online,2.1,Comprehensive,Social Media,5,3,Yes,Central,03-03-2024,42.0
SAL05751,Citroen,C3,Pickup,Diesel,Manual,France,Mid,1403928,West Bengal,36-45,First-Time Buyer,Online,5.7,Comprehensive,Newspaper,3,2,Yes,West,20-01-2024,42.0
SAL05752,Tata,Punch,Pickup,Petrol,Manual,India,Entry,640930,Haryana,36-45,Corporate,Online,4.8,Standard,Social Media,5,1,Yes,East,22-02-2024,40.0
SAL05753,BYD,Seal,Pickup,Electric,Automatic,China,Premium,2108542,Sikkim,18-25,Corporate,Online,5.3,Standard,Dealership Visit,1,2,No,North,24-06-2024,21.0
SAL05754,Mahindra,XUV300,Pickup,Diesel,Manual,India,Mid,830120,Goa,26-35,First-Time Buyer,Offline,1.9,Standard,Newspaper,5,1,Yes,South,03-11-2024,32.0
SAL05755,Audi,RS5,Hatchback,CNG,Manual,Germany,Mid,1326887,Goa,36-45,Repeat Buyer,Offline,0.7,Premium,Dealership Visit,3,2,No,North,01-08-2024,40.0
SAL05756,Mercedes,GLA,Sedan,Electric,Manual,Germany,Mid,894009,Uttar Pradesh,18-25,Repeat Buyer,Offline,5.3,Comprehensive,Dealership Visit,4,0,Yes,South,18-04-2024,22.0
SAL05757,Honda,Elevate,SUV,CNG,Automatic,Japan,Entry,456379,Uttar Pradesh,60+,First-Time Buyer,Offline,5.2,Standard,TV Ads,5,3,Yes,North,27-12-2024,
SAL05758,MG,Astor,Sedan,Diesel,Manual,China,Mid,734462,Rajasthan,36-45,First-Time Buyer,Offline,4.3,Standard,Social Media,2,3,Yes,South,27-09-2024,38.0
SAL05759,Toyota,Innova Hycross,MPV,CNG,Automatic,Japan,Entry,498715,Goa,26-35,First-Time Buyer,Offline,5.5,Comprehensive,Online Ads,1,1,Yes,West,11-02-2024,29.0
SAL05760,Renault,Duster,MPV,Petrol,Manual,France,Mid,911200,Chhattisgarh,36-45,Repeat Buyer,Offline,6.1,Standard,Social Media,1,2,Yes,West,04-05-2024,40.0
SAL05761,Hyundai,Venue,SUV,Electric,Automatic,Korea,Mid,1143358,West Bengal,26-35,First-Time Buyer,Offline,4.7,Comprehensive,Online Ads,2,2,Yes,West,24-11-2024,33.0
SAL05762,Hyundai,Creta,Hatchback,Electric,Manual,Korea,Entry,553399,Karnataka,46-60,First-Time Buyer,Offline,4.0,Standard,Social Media,2,0,No,West,11-01-2024,53.0
SAL05763,Mahindra,XUV700,Sedan,Diesel,Automatic,India,Premium,1720770,Nagaland,18-25,Repeat Buyer,Offline,3.3,Standard,Dealership Visit,5,4,Yes,North,27-01-2024,24.0
SAL05764,BMW,X3,Pickup,Electric,Automatic,Germany,Entry,557968,Assam,36-45,Repeat Buyer,Offline,5.6,Standard,Newspaper,2,1,Yes,South,01-07-2024,37.0
SAL05765,Ford,EcoSport,Sedan,Electric,Automatic,USA,Entry,692222,Sikkim,26-35,First-Time Buyer,Online,4.6,Comprehensive,Newspaper,4,4,No,West,05-02-2024,34.0
SAL05766,Lexus,UX300e,MPV,Diesel,Automatic,Japan,Mid,1058093,Tripura,18-25,Repeat Buyer,Offline,5.7,Comprehensive,TV Ads,3,3,Yes,North,31-07-2024,24.0
SAL05767,Jeep,Wrangler,Pickup,Petrol,Manual,USA,Entry,456091,Meghalaya,60+,First-Time Buyer,Offline,5.7,Comprehensive,Online Ads,2,4,No,South,14-05-2024,
SAL05768,Lexus,UX300e,Pickup,Diesel,Automatic,Japan,Premium,2558256,Andhra Pradesh,18-25,Repeat Buyer,Offline,8.1,Premium,Online Ads,2,1,No,North,14-05-2024,25.0
SAL05769,Jeep,Compass,Hatchback,CNG,Automatic,USA,Mid,946362,Nagaland,36-45,First-Time Buyer,Offline,4.3,Standard,Online Ads,4,1,Yes,West,20-11-2024,43.0
SAL05770,Tata,Nexon,Sedan,Petrol,Automatic,India,Mid,1224048,Uttar Pradesh,26-35,Repeat Buyer,Offline,7.3,Comprehensive,Dealership Visit,1,2,No,East,08-11-2024,31.0
SAL05771,Lexus,LX500d,Pickup,Diesel,Automatic,Japan,Mid,1038191,Rajasthan,26-35,First-Time Buyer,Offline,4.1,Standard,Online Ads,1,0,Yes,North,05-05-2024,30.0
SAL05772,Tata,Harrier,Pickup,Diesel,Manual,India,Entry,590963,Mizoram,18-25,First-Time Buyer,Online,5.6,Comprehensive,Newspaper,5,1,Yes,West,28-04-2024,21.0
SAL05773,Kia,Carens,MPV,Electric,Manual,Korea,Mid,1460852,Himachal Pradesh,18-25,First-Time Buyer,Offline,3.1,Premium,Dealership Visit,4,4,Yes,Central,20-04-2024,21.0
SAL05774,Kia,Carnival,MPV,Diesel,Manual,Korea,Mid,976975,Uttarakhand,18-25,Corporate,Offline,5.5,Premium,Social Media,3,1,Yes,South,13-03-2024,18.0
SAL05775,Hyundai,Venue,Sedan,Diesel,Automatic,Korea,Mid,1181055,Rajasthan,18-25,Repeat Buyer,Online,5.9,Comprehensive,Online Ads,3,1,Yes,West,18-04-2024,25.0
SAL05776,Audi,Q5,Sedan,Electric,Automatic,Germany,Mid,766512,Sikkim,46-60,First-Time Buyer,Offline,4.1,Comprehensive,Online Ads,4,5,Yes,Central,15-02-2024,52.0
SAL05777,MG,Hector,Pickup,Electric,Manual,China,Mid,1325364,Rajasthan,46-60,Repeat Buyer,Offline,5.9,Premium,Social Media,3,3,Yes,North,29-10-2024,49.0
SAL05778,Jeep,Grand Cherokee,SUV,Diesel,Manual,USA,Mid,1085715,Jammu and Kashmir,18-25,First-Time Buyer,Online,4.6,Premium,Online Ads,1,4,Yes,North,05-02-2024,24.0
SAL05779,BMW,M340i,Pickup,Diesel,Automatic,Germany,Luxury,6395254,Mizoram,18-25,Repeat Buyer,Online,6.1,Standard,Social Media,3,4,Yes,Central,02-05-2024,18.0
SAL05780,Maruti,Dzire,MPV,Electric,Automatic,India,Entry,590022,Punjab,26-35,Repeat Buyer,Offline,4.4,Premium,Dealership Visit,3,2,Yes,Central,07-03-2024,35.0
SAL05781,Jeep,Wrangler,Hatchback,Diesel,Automatic,USA,Mid,923911,Haryana,18-25,Repeat Buyer,Online,3.0,Standard,Newspaper,4,2,Yes,South,03-03-2024,21.0
SAL05782,Skoda,Superb,SUV,Diesel,Automatic,Germany,Entry,424774,Arunachal Pradesh,36-45,First-Time Buyer,Online,7.8,Comprehensive,Social Media,4,2,Yes,North,17-01-2024,36.0
SAL05783,Ford,Endeavour,Pickup,Petrol,Automatic,USA,Premium,1727852,Rajasthan,46-60,First-Time Buyer,Online,4.4,Premium,TV Ads,3,2,Yes,Central,07-04-2024,54.0
SAL05784,Maruti,Swift,SUV,CNG,Manual,India,Luxury,7929646,Bihar,36-45,Repeat Buyer,Online,4.5,Standard,Social Media,2,3,Yes,East,25-07-2024,44.0
SAL05785,Citroen,C5 Aircross,Pickup,CNG,Automatic,France,Premium,1583439,Delhi,18-25,First-Time Buyer,Offline,6.1,Comprehensive,Online Ads,4,1,No,East,31-05-2024,20.0
SAL05786,Volkswagen,Taigun,Sedan,Petrol,Manual,Germany,Premium,2282793,Nagaland,36-45,First-Time Buyer,Online,5.4,Comprehensive,Dealership Visit,5,4,No,Central,06-04-2024,42.0
SAL05787,Skoda,Rapid,Hatchback,Petrol,Automatic,Germany,Mid,903830,Manipur,36-45,First-Time Buyer,Online,6.3,Premium,Dealership Visit,5,2,Yes,South,30-06-2024,37.0
SAL05788,Citroen,C3,Sedan,Diesel,Automatic,France,Premium,2874898,Uttarakhand,18-25,First-Time Buyer,Online,4.8,Standard,Social Media,1,3,No,North,25-05-2024,25.0
SAL05789,Renault,Duster,Pickup,Diesel,Manual,France,Luxury,8225269,Nagaland,36-45,Corporate,Offline,3.5,Premium,Newspaper,3,2,Yes,East,06-04-2024,40.0
SAL05790,Tata,Safari,Pickup,CNG,Automatic,India,Premium,1509050,Tamil Nadu,46-60,Repeat Buyer,Online,1.3,Premium,TV Ads,2,2,Yes,Central,22-09-2024,57.0
SAL05791,Tata,Nexon,Hatchback,CNG,Automatic,India,Mid,844928,Punjab,36-45,First-Time Buyer,Offline,5.7,Standard,Dealership Visit,1,1,No,Central,04-01-2024,43.0
SAL05792,Maruti,Baleno,Pickup,Petrol,Automatic,India,Entry,667092,Jammu and Kashmir,26-35,First-Time Buyer,Online,5.9,Standard,Online Ads,3,1,Yes,West,10-02-2024,27.0
SAL05793,Ford,Figo,Hatchback,Electric,Automatic,USA,Entry,560912,Arunachal Pradesh,60+,First-Time Buyer,Online,3.0,Standard,Online Ads,4,1,No,Central,23-03-2024,
SAL05794,BYD,Han EV,SUV,CNG,Manual,China,Entry,500689,Uttarakhand,18-25,First-Time Buyer,Online,1.5,Premium,Newspaper,5,4,Yes,South,27-04-2024,23.0
SAL05795,Jeep,Wrangler,MPV,Petrol,Automatic,USA,Premium,2671424,Punjab,26-35,First-Time Buyer,Online,5.4,Comprehensive,Dealership Visit,2,1,Yes,East,28-04-2024,28.0
SAL05796,Toyota,Glanza,SUV,Electric,Manual,Japan,Premium,1557011,Punjab,26-35,Repeat Buyer,Online,6.5,Comprehensive,Social Media,5,2,Yes,West,26-04-2024,32.0
SAL05797,Hyundai,Creta,Pickup,Diesel,Manual,Korea,Premium,1571687,Karnataka,36-45,Repeat Buyer,Online,3.6,Standard,Online Ads,4,1,Yes,East,25-08-2024,36.0
SAL05798,Ford,Figo,Sedan,Electric,Manual,USA,Mid,1344476,Gujarat,18-25,Repeat Buyer,Offline,4.8,Comprehensive,Newspaper,3,2,Yes,East,08-06-2024,23.0
SAL05799,Tata,Altroz,Hatchback,Diesel,Manual,India,Mid,1223682,Haryana,26-35,First-Time Buyer,Offline,6.3,Standard,Dealership Visit,4,3,Yes,South,05-12-2024,32.0
SAL05800,Honda,Elevate,Pickup,Electric,Manual,Japan,Luxury,9905610,Manipur,18-25,First-Time Buyer,Offline,8.0,Standard,Dealership Visit,4,2,No,Central,25-09-2024,18.0
SAL05801,Hyundai,Verna,Hatchback,CNG,Automatic,Korea,Mid,798043,Kerala,18-25,Repeat Buyer,Offline,5.6,Standard,Dealership Visit,5,2,Yes,South,23-09-2024,24.0
SAL05802,MG,Hector,Sedan,Diesel,Automatic,China,Mid,834504,Himachal Pradesh,18-25,First-Time Buyer,Online,9.2,Premium,Dealership Visit,2,0,Yes,Central,11-06-2024,25.0
SAL05803,Toyota,Glanza,Pickup,Diesel,Manual,Japan,Entry,501871,West Bengal,26-35,First-Time Buyer,Offline,1.9,Standard,Dealership Visit,4,0,Yes,West,02-04-2024,30.0
SAL05804,Renault,Triber,MPV,Petrol,Automatic,France,Entry,582181,Uttar Pradesh,26-35,First-Time Buyer,Offline,5.1,Standard,Online Ads,5,0,No,South,05-09-2024,29.0
SAL05805,Honda,WR-V,Pickup,Petrol,Manual,Japan,Entry,453427,West Bengal,18-25,First-Time Buyer,Online,-0.9,Standard,Newspaper,2,3,Yes,South,19-01-2024,22.0
SAL05806,Tata,Altroz,Pickup,Diesel,Automatic,India,Premium,2782827,Arunachal Pradesh,46-60,First-Time Buyer,Offline,4.7,Standard,Dealership Visit,3,3,Yes,North,21-05-2024,59.0
SAL05807,Jeep,Grand Cherokee,MPV,Petrol,Manual,USA,Mid,1035263,Uttarakhand,46-60,First-Time Buyer,Offline,7.9,Standard,TV Ads,3,2,No,South,25-01-2024,48.0
SAL05808,Audi,Q3,SUV,CNG,Automatic,Germany,Entry,684815,Maharashtra,36-45,Corporate,Offline,4.5,Comprehensive,TV Ads,1,0,Yes,North,23-01-2024,38.0
SAL05809,Nissan,Kicks,SUV,Petrol,Automatic,Japan,Mid,812327,Karnataka,60+,First-Time Buyer,Offline,3.1,Premium,Newspaper,5,3,Yes,Central,06-09-2024,
SAL05810,Toyota,Innova Hycross,MPV,Petrol,Automatic,Japan,Mid,729752,Maharashtra,26-35,First-Time Buyer,Online,4.0,Standard,Social Media,2,1,No,Central,05-04-2024,26.0
SAL05811,Ford,Figo,SUV,Petrol,Manual,USA,Premium,2977371,Uttar Pradesh,26-35,Repeat Buyer,Offline,2.9,Standard,Social Media,4,1,No,Central,05-03-2024,32.0
SAL05812,Citroen,C3 Aircross,Pickup,Petrol,Automatic,France,Mid,1345560,Uttarakhand,36-45,Corporate,Offline,4.4,Comprehensive,Social Media,3,2,Yes,North,05-03-2024,37.0
SAL05813,Mercedes,C-Class,MPV,Diesel,Manual,Germany,Mid,890800,Manipur,18-25,Corporate,Offline,5.0,Premium,TV Ads,2,3,Yes,Central,25-12-2024,24.0
SAL05814,Kia,EV6,MPV,Diesel,Automatic,Korea,Mid,1103863,Telangana,46-60,Corporate,Online,3.7,Premium,Social Media,5,2,No,East,06-02-2024,46.0
SAL05815,Kia,Carens,Sedan,CNG,Automatic,Korea,Entry,400496,Telangana,18-25,First-Time Buyer,Offline,5.0,Comprehensive,Online Ads,1,2,Yes,South,28-01-2024,23.0
SAL05816,Lexus,NX350h,Hatchback,Electric,Automatic,Japan,Entry,533452,Nagaland,26-35,Repeat Buyer,Offline,4.2,Standard,Dealership Visit,3,3,No,North,26-07-2024,28.0
SAL05817,Nissan,Terrano,Sedan,Electric,Manual,Japan,Entry,417683,Assam,26-35,First-Time Buyer,Offline,6.0,Comprehensive,TV Ads,2,6,Yes,Central,18-10-2024,34.0
SAL05818,Mercedes,E-Class,Pickup,Electric,Manual,Germany,Mid,1418177,Chhattisgarh,26-35,First-Time Buyer,Offline,6.5,Premium,Newspaper,2,2,Yes,East,23-05-2024,30.0
SAL05819,Honda,WR-V,Pickup,Diesel,Automatic,Japan,Mid,802093,Jharkhand,36-45,Repeat Buyer,Online,7.3,Comprehensive,Newspaper,2,0,Yes,South,30-10-2024,40.0
SAL05820,Tata,Harrier,MPV,Electric,Manual,India,Entry,532643,Manipur,26-35,First-Time Buyer,Offline,5.1,Comprehensive,Dealership Visit,5,3,No,South,25-01-2024,33.0
SAL05821,Renault,Captur,Sedan,Petrol,Automatic,France,Entry,469966,Mizoram,46-60,Corporate,Online,5.9,Standard,TV Ads,5,0,No,Central,05-02-2024,60.0
SAL05822,Ford,EcoSport,Hatchback,Diesel,Automatic,USA,Premium,2628088,Punjab,18-25,Repeat Buyer,Offline,4.4,Standard,Social Media,5,1,No,East,02-04-2024,18.0
SAL05823,BYD,Seal,Pickup,CNG,Automatic,China,Mid,1445231,Telangana,60+,Repeat Buyer,Offline,3.0,Comprehensive,Social Media,4,0,No,North,10-12-2024,
SAL05824,Kia,Carens,Sedan,Electric,Automatic,Korea,Premium,2314609,West Bengal,36-45,First-Time Buyer,Offline,5.5,Standard,Online Ads,2,5,Yes,Central,12-05-2024,40.0
SAL05825,Audi,Q5,SUV,Diesel,Manual,Germany,Premium,2780999,West Bengal,18-25,Corporate,Online,0.2,Standard,Online Ads,3,0,Yes,South,01-06-2024,20.0
SAL05826,BMW,M340i,Hatchback,Petrol,Manual,Germany,Entry,528076,Punjab,46-60,Corporate,Offline,5.3,Standard,Social Media,5,7,No,South,12-01-2024,48.0
SAL05827,MG,Gloster,Sedan,Petrol,Manual,China,Mid,1191962,Haryana,26-35,First-Time Buyer,Offline,0.8,Comprehensive,Newspaper,5,2,No,South,28-03-2024,31.0
SAL05828,Hyundai,Creta,SUV,CNG,Automatic,Korea,Mid,748318,Andhra Pradesh,26-35,First-Time Buyer,Offline,4.8,Standard,Newspaper,2,4,No,Central,14-06-2024,30.0
SAL05829,Nissan,Kicks,SUV,Petrol,Automatic,Japan,Mid,828126,Tamil Nadu,36-45,First-Time Buyer,Online,4.8,Premium,Online Ads,5,4,No,West,13-01-2024,36.0
SAL05830,Tata,Safari,Sedan,Petrol,Automatic,India,Luxury,3972633,Punjab,18-25,First-Time Buyer,Online,2.4,Standard,Dealership Visit,4,1,Yes,West,25-01-2024,20.0
SAL05831,Citroen,C3,SUV,Diesel,Automatic,France,Premium,1938899,Sikkim,18-25,Repeat Buyer,Online,2.4,Premium,Social Media,4,2,Yes,West,05-01-2024,22.0
SAL05832,Kia,EV6,SUV,Electric,Manual,Korea,Mid,1328248,Meghalaya,60+,First-Time Buyer,Offline,1.8,Comprehensive,Online Ads,5,1,No,East,03-05-2024,
SAL05833,BMW,M5 CS,MPV,CNG,Manual,Germany,Entry,481297,Haryana,46-60,Repeat Buyer,Online,9.6,Standard,Online Ads,2,2,Yes,Central,09-05-2024,60.0
SAL05834,Maruti,Ertiga,MPV,CNG,Manual,India,Mid,1150913,Rajasthan,36-45,First-Time Buyer,Offline,-1.0,Standard,Social Media,2,0,Yes,South,27-03-2024,39.0
SAL05835,Jeep,Compass,Sedan,CNG,Manual,USA,Mid,957491,Tamil Nadu,36-45,Corporate,Offline,3.9,Standard,Social Media,2,3,No,East,25-09-2024,36.0
SAL05836,Citroen,eC3,MPV,Petrol,Automatic,France,Luxury,6141177,Nagaland,18-25,Repeat Buyer,Offline,1.9,Comprehensive,Newspaper,1,2,Yes,West,30-06-2024,24.0
SAL05837,Audi,RS5,SUV,Electric,Manual,Germany,Entry,611562,Manipur,26-35,First-Time Buyer,Offline,5.6,Premium,Dealership Visit,5,2,No,North,17-08-2024,28.0
SAL05838,BMW,X3,SUV,Diesel,Manual,Germany,Mid,1015205,Delhi,46-60,Repeat Buyer,Offline,6.7,Premium,Dealership Visit,2,3,Yes,East,05-11-2024,56.0
SAL05839,Lexus,NX350h,MPV,Electric,Automatic,Japan,Premium,2759962,Meghalaya,26-35,First-Time Buyer,Offline,0.6,Standard,Social Media,4,0,No,East,11-03-2024,27.0
SAL05840,Nissan,Kicks,SUV,Petrol,Automatic,Japan,Luxury,5747190,West Bengal,46-60,First-Time Buyer,Offline,2.4,Comprehensive,TV Ads,3,2,No,Central,01-07-2024,46.0
SAL05841,Renault,Triber,MPV,Electric,Manual,France,Mid,1167074,Gujarat,46-60,Repeat Buyer,Offline,8.0,Standard,Online Ads,3,0,Yes,East,10-08-2024,50.0
